comments,star_rating,tags,compound,sentiment_category,professor_name,ranked_tags_w2v,Tag1,Tag2,Tag3,Tag4,Tag5
prof. make class seem hard then it is to scare u. if u study the slides the nite before and spoke out during discussion u\'ll do fine. 2 tests and a group project which my group did the day before ... lecture is slow and dry but i got good news (no not Geico) u have a computer so surf the web all u want. but just check back in every once in a while,3.3,"hard, scare, study, slides, discussion, tests, group project, lecture, slow, dry, computer, surf, web",-0.5574,negative,Leslie Looney,"slides, lecture, study, computer, surf",slides,lecture,study,computer,surf
"If you\'ve never had prior programming experience, don\'t expect to understand Scripps\' lectures. Having said that, he is very nice and a fun prof.",3.2,"knowledgeable, challenging, nice, fun",0.7717,positive,Leslie Looney,"fun, nice, knowledgeable, challenging",fun,nice,knowledgeable,challenging,
this was so boring i could not help but fall asleep. this is not an easy class and you will need to memorize EVERYTHING.,3.2,"boring, difficult, memorization",-0.5859,negative,Robert Warden,"memorization, boring, difficult",memorization,boring,difficult,,
"Overall, he\'s just fine. He seems to push his political stance on students every chance he gets and argues with students when they don\'t agree with him. After a while I stopped attending class and still got 100%. If you turn your papers in he will give you the credit and probably not even read them. Its more graded on completion than anything else.",4.7,"pushy, argumentative, lenient, indifferent",-0.5106,negative,Panos Alexakos,"argumentative, pushy, lenient, indifferent",argumentative,pushy,lenient,indifferent,
"Great teacher. Loves her students. If you respect her, she\'ll go to the end of the earth for you. She makes sure that the assignments given are portfolio quality - deffinatly not a waste of your time. She is a fair grader if you do your work and attend class - even invited our class to her house at end of the semester!! Great Teacher, Great Person!",3.5,"Great teacher, Loves her students, Respectful, Goes the extra mile, Portfolio quality assignments, Fair grader, Invites to her house, Great person",0.9531,positive,Ruben Mouhiddan,"respectful, portfolio quality assignments, loves her students, invites to her house, great teacher",respectful,portfolio quality assignments,loves her students,invites to her house,great teacher
Great Professor! Stats is not an easy class but he makes it very easy to learn and understandable. Just make sure to attend class and do the work and you\'ll get a good grade. He\'s also very willing to help. Reading the textbook is helpful but not necessary. He also allows cheat sheets on the exams!,4.7,"Great Professor, easy to learn, understandable, willing to help, cheat sheets allowed",0.7717,positive,Bryan Eldredge,"understandable, willing to help, great professor, easy to learn, cheat sheets allowed",understandable,willing to help,great professor,easy to learn,cheat sheets allowed
He is a very good teacher and part of one of the best well rounded departments at FSC. The CJ department is outstanding in teaching as well as having experience in different fields in which they teach now.,4.4,"good teacher, well-rounded department, outstanding teaching, experienced, different fields",0.7845,positive,Mima Petrovic,"experienced, well-rounded department, outstanding teaching, good teacher, different fields",experienced,well-rounded department,outstanding teaching,good teacher,different fields
I really like this class. She kicked out some cheaters so that means she cares.,4.6,"caring, strict",0.4939,positive,Bryan Eldredge,"caring, strict",caring,strict,,,
"He is a really nice guy! If you try hard in his class and stay on top of the assignments he asks of you then you will seriously do well. Try to get on his good side, it pays off. He is a really smart guy and is very willing to help you out if you need. GO TO OFFICE HOURS! It makes him take you seriously and you learn a lot from his genius!",3.2,"friendly, helpful, knowledgeable, approachable, encouraging",0.8555,positive,Robert Warden,"approachable, knowledgeable, helpful, friendly, encouraging",approachable,knowledgeable,helpful,friendly,encouraging
"If you take this class you will have a ton of work, she will kill you on papers. This is definately not a class to take if you have a lot on your plate. Great teacher and interesting lectures at times, but if you are a design major with a lot of work, you might want to think twice.",3.4,"strict, demanding, great teacher, interesting lectures",0.7096,positive,Jans Wager,"strict, demanding, interesting lectures, great teacher",strict,demanding,interesting lectures,great teacher,
"Great class, great professor. Her lectures are interesting and not too much work is required in the class, just study for test.",4.0,"Great professor, interesting lectures, not too much work, study for test",0.7783,positive,Robert Warden,"study for test, not too much work, interesting lectures, great professor",study for test,not too much work,interesting lectures,great professor,
"Really tough class. He is very hard to understand, and his lectures are really confusing. For some reason his example problems come out unnecessarily long and confusing. tough time keeping up. Mostly studied on my own. Quizzes and tests are pretty hard, although i question his grading because his answer key didn\'t make sense. CAUTION WHEN TAKING!!!",3.0,"tough, hard to understand, confusing, unnecessarily long, hard, questionable grading, caution",-0.6597,negative,Leslie Looney,"tough, hard, caution, confusing, unnecessarily long",tough,hard,caution,confusing,unnecessarily long
"Professor Scott really knows her stuff. Her exams and assignments are challenging but fair. One of the better accounting profs. There\'s a class quiz, two case studies, midterm and final. Make sure you know how to write a proper case as it makes up for half of your mark on the exams. Recommend her but you\'ll have to do work to keep up.",3.9,"knowledgeable, challenging, fair, recommended, demanding",0.4215,positive,William Hollinrake,"challenging, demanding, knowledgeable, recommended, fair",challenging,demanding,knowledgeable,recommended,fair
He is not hard...come on!!! compare to other teachers....he test are easy...in addition to it you have homework which helps you increase your grade (easy points).....Also tells you what to study from the test.....trust me if you do your homework you will be allright....I had a B....,2.9,"easy, helpful, organized, encouraging",0.8442,positive,Leslie Looney,"helpful, easy, encouraging, organized",helpful,easy,encouraging,organized,
excellent teacher. she knows what she is talking about and she doesn\'t make anyone feel dumb when they ask stupid questions.,3.7,"excellent, knowledgeable, respectful",0.7717,positive,Robert Warden,"knowledgeable, respectful, excellent",knowledgeable,respectful,excellent,,
"She\'s funny as no other, but the feedback from her is negative. She has lots of things to teach, but she force feeds it down the throut in an unpleasant manner, exept when she relates the subject to mama\'s food",3.8,"funny, negative feedback, forceful, unpleasant, relates subject to food",-0.5994,negative,Robert Warden,"unpleasant, funny, forceful, relates subject to food, negative feedback",unpleasant,funny,forceful,relates subject to food,negative feedback
Definitely a good teacher.,4.2,good,0.4404,positive,Robert Warden,good,good,,,,
"You either get it or you don\'t- basically the first grade you get it the grade you\'ll always get. I went to tutor after tutor and could not get more than a C+. You can\'t miss any classes for any reason, even one and she\'ll drop your particapation grade",2.4,"strict, unforgiving, unyielding, rigid",-0.128,negative,Mulloy Robertson,"rigid, unforgiving, unyielding, strict",rigid,unforgiving,unyielding,strict,
"Jans is an excellent teacher! Just awesome. She is definitely organized. She wants class discussion, and that makes the class fun! You can correct your papers at the end of the semester in your portfolio to have a better grade. She is friendly and sincerly cares about student success. WORD OF CAUTION, MANDATORY ATTENDANCE AND DON\'T EVER BE LATE.",4.5,"excellent, awesome, organized, class discussion, fun, friendly, cares about student success, mandatory attendance, punctuality",0.9694,positive,Anita Hampton,"fun, awesome, excellent, friendly, punctuality",fun,awesome,excellent,friendly,punctuality
"Dr. Brown as she says, is a okay professor. She is not all that hard. READ YOUR BOOK because she lectures from it like a pastor gives a sermon from the bible. I didn\'t care for her cockiness and she only gives you an A if she likes you. All in all if you are up for her conceitedness she is alright, but I tell you the attitude is a challenge!!!!!!!!",3.8,"okay professor, not hard, READ YOUR BOOK, lectures from book, cockiness, gives A if she likes you, conceitedness, attitude is a challenge",0.6481,positive,John Cunningham,"cockiness, read your book, okay professor, not hard, lectures from book",cockiness,read your book,okay professor,not hard,lectures from book
"Dr. Ochshorn is such a sweet lady. The class is based around 4 essays which are easy as long as you put in a little effort, then there are readings due every class with pop quizzes that are easy if you read (drops lowest quiz grade). Lectures can be a bit boring but, she always lets you out of class early. Sweet lady would recommend",4.1,"sweet, easy, boring, recommend",0.7269,positive,Robert Warden,"boring, easy, sweet, recommend",boring,easy,sweet,recommend,
he is literally the worst teacher i\'ve ever had... in my entire life.,2.3,"worst, teacher",-0.6249,negative,Robin Hochstrasser,"teacher, worst",teacher,worst,,,
"Better study because there are 4 tests and one paper. That\'s it. That\'s the whole class. Lectures are pointless, she reads off the PowerPoint (which btw are bright blue in lime green writing. Hard to read) and I only went for attendance.",2.8,"boring, unengaging, unprepared, disorganized, unhelpful, uninteresting, monotonous",-0.5423,negative,Anita Hampton,"uninteresting, boring, unengaging, monotonous, disorganized",uninteresting,boring,unengaging,monotonous,disorganized
"Dr. Burns may be unorganized, but she really tries to make the material interesting, and has a lot of unique knowledge about working class backgrounds. She is also very approachable and is interested in different student perspectives. The video choices of hers are also great.",2.6,"approachable, knowledgeable, interesting, unique, unorganized",0.4019,positive,Pat Ledbetter,"knowledgeable, approachable, interesting, unique, unorganized",knowledgeable,approachable,interesting,unique,unorganized
"There is a reason Grout is so loved on campus. He is a kind man with immense knowledge and passion for architecture and teaching. While he is one of the easiest History of Arch professors, students are happier and generally more interested in learning with him than in other classes. A wonderful man who every teacher should aspire to emulate.",4.6,"kind, knowledgeable, passionate, easy-going, beloved, wonderful",0.93,positive,Juanita Campos,"passionate, wonderful, knowledgeable, beloved, kind",passionate,wonderful,knowledgeable,beloved,kind
"He is pretty funny but can be hard to understand due to his accent (he\'s Costa Rican). I think the biggest problem I had was that we would learn the material and have homework, then start learning the next topic, then have the test on the previous topic a week or two into the second one. It\'s more of the course\'s fault than his",4.2,"funny, hard to understand, accent, problem with course structure",-0.0516,negative,Jans Wager,"accent, funny, problem with course structure, hard to understand",accent,funny,problem with course structure,hard to understand,
"The tests are long and include anything he may have mentioned in class and from the reading. In addition, each question has 6 to 9 choices. However, if sufficient notes are taken, this class is not hard at all. Fall asleep or miss a lecture and a few questions on the test are not answerable.",4.1,"long tests, thorough, detailed, challenging, comprehensive, requires notes, important details, difficult if not attentive",0.2263,positive,Robert Warden,"thorough, detailed, comprehensive, challenging, requires notes",thorough,detailed,comprehensive,challenging,requires notes
She grades tough. I had another teach re grade papers and the grades where very different.,3.4,"tough, grading, different",-0.128,negative,Leslie Looney,"grading, tough, different",grading,tough,different,,
"Great professor who forces certain things to be memorized, all of which are actually useful. He also tests over the material in a clear and straightforward manner. His review sessions are not a waste of time-he actually cares that you learn the material.",3.9,"Great professor, forces memorization, useful material, clear testing, straightforward, cares about learning.",0.9118,positive,Leslie Looney,"straightforward, useful material, great professor, forces memorization, clear testing",straightforward,useful material,great professor,forces memorization,clear testing
"Passionate guy, loves teaching Spanish, has been at the burg for three decades. As long as you put in the work he will be there to help you do well",4.7,"Passionate, loves teaching, experienced, supportive",0.8519,positive,Robert Warden,"passionate, supportive, experienced, loves teaching",passionate,supportive,experienced,loves teaching,
"Terrible. Just god awful. I have always understood math but this man just ruined it for me. ""Quizzes"" are huge and don\'t even go along with the homework.. No matter what, avoid this teacher. He\'s extremely rude and talks down to his students. Overall just a mean guy",2.2,"Terrible, god awful, ruined, quizzes, huge, avoid, rude, talks down, mean.",-0.875,negative,Robert Warden,"terrible, ruined, rude, huge, quizzes",terrible,ruined,rude,huge,quizzes
Avoid at all costs! His lectures consist of him reading from essays he probably wrote 20 years ago. There is little to no direction for assignments. There was no proper syllabus. You are given three thick reading kits and left to decide what to read on your own. This is a prof who should\'ve retired ten years ago.,3.8,"boring, unorganized, outdated, unhelpful, retiredNA",-0.3182,negative,William Hollinrake,"outdated, unhelpful, boring, unorganized, retiredna",outdated,unhelpful,boring,unorganized,retiredna
Prof. Young is awesome! He really cares about math and his students. He offers extra credit on canvas so be sure to do that for some gimme points. Be sure to do the homework each week and his tests aren\'t really that difficult as long as you practice. Young makes math fun and is very funny! You will definitely enjoy his class.,4.6,"awesome, cares, extra credit, gimme points, homework, tests, practice, fun, funny, enjoy",0.959,positive,Jans Wager,"fun, awesome, funny, enjoy, homework",fun,awesome,funny,enjoy,homework
Good prof. Read the text and do practice questions and you will be fine.,3.8,"Good, knowledgeable, helpful",0.6908,positive,Leslie Looney,"helpful, knowledgeable, good",helpful,knowledgeable,good,,
"The tests are ridiculous! All questions are out of the book and over stuff that she didn\'t cover in class. It\'s good to go to class, though, because the in class points add up and can help make up for points lost on tests.",2.4,"ridiculous, out of the book, didn't cover, in class points, lost points",-0.5859,negative,Mima Petrovic,"ridiculous, out of the book, lost points, in class points, didn't cover",ridiculous,out of the book,lost points,in class points,didn't cover
Kinda boring with all his powerpoints. He does know his stuff very well. His test are kinda hard and the project is just annoying.,3.0,"boring, knowledgeable, hard tests, annoying project",-0.6597,negative,Panos Alexakos,"knowledgeable, boring, hard tests, annoying project",knowledgeable,boring,hard tests,annoying project,
She\'s a great teacher and keeps the subject matter interesting!,2.9,"great, teacher, interesting",0.7783,positive,Mulloy Robertson,"interesting, great, teacher",interesting,great,teacher,,
"Tip: Write down EVERYTHING she says, except for those topics that she repeats over and over (just put a star beside it). I know its a little geeky, but you probably should reread your notes and rewrite them to fully understand. HARD MARKER! You\'ll be sucessful if you agree wuth her.",3.1,"HARD MARKER, SUCCESSFUL, DETAILED, THOROUGH, REPEATS, REWRITE, UNDERSTAND",0.5267,positive,Jans Wager,"thorough, detailed, rewrite, understand, successful",thorough,detailed,rewrite,understand,successful
awesome teacher and is fun. knows his stuff. lots of work though.,5.0,"awesome, fun, knowledgeable, lots of work",0.8126,positive,Mima Petrovic,"fun, awesome, knowledgeable, lots of work",fun,awesome,knowledgeable,lots of work,
"satterwhile was an extremely easy professor...although he was rather boring, you can do things to keep yourself entertained in his monotonous lectures...the class is so easy, as is the material..i took him as a junior in hs, and i had As both times.",4.2,"easy professor, boring, monotonous lectures, easy class, easy material, As grade",0.7506,positive,Robert Warden,"boring, monotonous lectures, easy professor, easy material, easy class",boring,monotonous lectures,easy professor,easy material,easy class
"One of the best at HLS. It is Con Law, so it ain\'t easy, but he does a great job of explaining difficult and complex topics. Not the most famous Con Law prof at HLS, but far more engaged in teaching than Tribe. Take this for a solid base, then Tribe for Advanced Con Law.",4.4,"engaging, knowledgeable, excellent explainer, dedicated",0.8442,positive,Eleanor Branch,"knowledgeable, dedicated, engaging, excellent explainer",knowledgeable,dedicated,engaging,excellent explainer,
"I did not enjoy her really bizarre book choices at all. A ton of work to do for her class and way too much reading to do outside of class. Also, if you\'re shy, be weary because she really wants a lot of class participation",3.5,"bizarre, ton of work, too much reading, shy, class participation",-0.5106,negative,Robert Warden,"shy, bizarre, too much reading, ton of work, class participation",shy,bizarre,too much reading,ton of work,class participation
"very nice guy...weird at times but funny in a corny way. He lets you revise all your papers, so you basically get re-do\'s which will boost your grade. he is a very good teacher.",4.8,"friendly, funny, accommodating, good teacher",0.8402,positive,Jans Wager,"friendly, accommodating, funny, good teacher",friendly,accommodating,funny,good teacher,
"he is a little boring teaches straight from his textbook. Only paper, midterm and final. Just show up and pay attention and it\'s fine.",1.6,"boring, textbook-based, straightforward, fine",-0.128,negative,William Hollinrake,"boring, straightforward, fine, textbook-based",boring,straightforward,fine,textbook-based,
"Take as much notes as possible. His tests are a bit difficult, but if you study your notes you can actually do good!!!",4.1,"knowledgeable, challenging, helpful",0.5267,positive,Leslie Looney,"knowledgeable, helpful, challenging",knowledgeable,helpful,challenging,,
Literally couldn\'t win w/this teacher. Essay Q\'s-answered them &included pg #\'s either I really suck at essay questions or he just hates me but I got 20 out of 75 points my heart sank. Research activity-combined part 2 with part3 because they were the same & he didn\'t give me the points for part2 because according to him I didn\'t complete it. Boo!,3.9,"difficult, unfair, unhelpful, inconsistent",-0.6808,negative,Juanita Campos,"unhelpful, unfair, inconsistent, difficult",unhelpful,unfair,inconsistent,difficult,
this is the worst prof i have taken both classes i took with her were difficult she is as far as i am concern an incompetent teaher. she never followed the book which was confusing she made it even worst. Please Please PLEASE DO NOT TAKE HER PLEASE,2.3,"worst, difficult, incompetent, confusing, Please do not take her",-0.8519,negative,Clark,"confusing, difficult, incompetent, worst, please do not take her",confusing,difficult,incompetent,worst,please do not take her
"So knowledgeable and so kind, an amazing lecturer. However, a lot of what her lectures cover in CIN105 (Intro to Cinema Studies) is exactly what is covered in the readings.",3.7,"knowledgeable, kind, amazing, lecturer, NA",0.802,positive,Robert Warden,"lecturer, knowledgeable, amazing, kind, na",lecturer,knowledgeable,amazing,kind,na
Be prepared to read over 100 pages a week along with all of your other classes. Also be prepared to write very detailed essays. Don\'t think you\'re gonna get by with anything to basic. This is a 2000 class so the fact that she requires such detailed writing is kind of ridiculous. The difficulty of this class rivals many of my upper division courses.,2.9,"rigorous, demanding, detailed, challenging",-0.34,negative,Jans Wager,"rigorous, challenging, demanding, detailed",rigorous,challenging,demanding,detailed,
"Good professor, there to help, clear and fair.",4.1,"Good, helpful, clear, fair",0.8625,positive,Bryan Eldredge,"good, helpful, fair, clear",good,helpful,fair,clear,
I was not intending to take this class at first but kojo is one of the most influential professors at john jay. He loves anthropology. You watch alot of video\'s and movies. You write 2 papers he substitues for tests & a final paper which is 7-10 pages. Just show up and make sure he gets to know you his memory isnt the best.,2.9,"influential, passionate, loves anthropology, uses videos, uses movies, substitutes tests, final paper, 7-10 pages, personal connection",0.875,positive,Deirdre O'Shea,"passionate, influential, uses videos, uses movies, substitutes tests",passionate,influential,uses videos,uses movies,substitutes tests
"Worst teacher in the entire planet. You will not learn anything about self defense. He will keep pushing his business on students and will gladly fail you for no reason at all. This teacher will be more than happy to kill your GPA. If you come late once , he will close the door on you then it is an automatic C. Worst Worst teacher ever.",4.2,"worst, pushy, fail students, kill GPA, strict",-0.9371,negative,Leslie Looney,"pushy, strict, worst, kill gpa, fail students",pushy,strict,worst,kill gpa,fail students
"ok professor, not all of us are willing to dedicated our life to history. Hard test, boring lecture, tend to get loud. Just try to avoid if you care for your GPA",2.7,"ok, not willing, dedicated, hard, boring, loud, avoid, GPA",-0.5399,negative,Robert Warden,"boring, ok, hard, gpa, loud",boring,ok,hard,gpa,loud
She is a pretty good professor. She is very helpful and cancels class A LOT!!! When she does have class you mostly sit around and talk because she is very laid back.,4.5,"helpful, laid back, cancels class",0.2263,positive,Eleanor Branch,"helpful, laid back, cancels class",helpful,laid back,cancels class,,
"has little respect for students, he speaks down to all of us. Some of us are his same age! He also refuses to go over the material in a step-by-step manner, he assumes we all know what he is doing.",3.4,"disrespectful, condescending, unhelpful, assuming",0.0,neutral,Hon Linda,"disrespectful, condescending, unhelpful, assuming",disrespectful,condescending,unhelpful,assuming,
"He provides you with great, practical information for teaching strategies. He is fun, articulate and knowledgeable. The classes require quite a bit of work and the mid-term and final are tough.",4.8,"knowledgeable, fun, articulate, practical, tough, requires work",0.4215,positive,Eleanor Branch,"knowledgeable, articulate, practical, fun, tough",knowledgeable,articulate,practical,fun,tough
"Professor Unno is a top-quality educator. His passion for the subject is apparent in the way through which he presents the material. Incredibly knowledgeable and entertaining. I do recommend that you keep up with the reading, but if you get a little behind Professor Unno will cover the material thoroughly in class. Highly recommended!",4.3,"passionate, knowledgeable, entertaining, thorough, recommended",0.7964,positive,William Hollinrake,"knowledgeable, passionate, thorough, entertaining, recommended",knowledgeable,passionate,thorough,entertaining,recommended
very good teacher for beginning algebra. very helpful and encourageing. i was well prepared for intermediate level.,4.9,"helpful, encouraging, well-prepared",0.7351,positive,Margaret Mitchell,"helpful, encouraging, well-prepared",helpful,encouraging,well-prepared,,
"Make sure to learn NPV, PV, and FV early on in class. Understand these three key concepts and how they work. If you do, then it\'ll be less hard to understand the course later on. Be careful if you\'re taking this class with 104, 106, or any Jasso class. If you do, work HARD. I like Chung, he knows his stuff, which is why he\'s not easy.",3.2,"knowledgeable, challenging, demanding",-0.0772,negative,Sally Mallory,"challenging, demanding, knowledgeable",challenging,demanding,knowledgeable,,
"I had him for History of Comm and he was so knowledgeable. His essays are really particular, but as long as you follow directions you\'ll get a good grade. What he talks about in lectures is good info for his essays. Overall a fairly interesting class.",3.0,"knowledgeable, particular, good info, interesting",0.6808,positive,Leslie Looney,"knowledgeable, interesting, particular, good info",knowledgeable,interesting,particular,good info,
"By far the best teacher I have ever had. Without a doubt. He has taught me more in 2 courses than the rest of my college experience combined. The people who give him a bad rap never invested enough in their learning to understand him in the first place. The only teacher who won\'t waste your time, but he expects that you want to learn.",2.9,"best teacher, taught a lot, high expectations, efficient, values learning",0.8658,positive,Virgina Rivers,"efficient, values learning, taught a lot, high expectations, best teacher",efficient,values learning,taught a lot,high expectations,best teacher
"Dr.rose is awesome,lectures really need to be recorded goes fast,also give lecture notes,but need to study every day and attendance is a must!!i studied alot, only earned a B.",3.7,"awesome, fast-paced, lecture notes, must attend, studious",0.6249,positive,Leslie Looney,"studious, awesome, must attend, lecture notes, fast-paced",studious,awesome,must attend,lecture notes,fast-paced
Professor Griffin is a fantastic English teacher. She is very caring and yes she is a tough grader but she literally GIVES YOU STEP BY STEP instructions on what she is requiring from you. The class is difficult if you procrastinate and do not stay on top of your game . I am taking her for my English 1302,3.0,"fantastic, caring, tough grader, step by step instructions, difficult, proactive",0.765,positive,William Hollinrake,"proactive, caring, difficult, fantastic, tough grader",proactive,caring,difficult,fantastic,tough grader
"Best math teacher I have ever had. He taught math is a way I could understand and always available for help. Had office hours before class, I would stop in every morning to ask questions either on homework or take home quizzes. Helps you on quizzes or offers you to redo tests for credit. Builds relationships with students, funny and is awesome.",4.3,"Best, understanding, available, helpful, office hours, questions, quizzes, redo tests, credit, relationships, funny, awesome",0.9485,positive,William Hollinrake,"helpful, funny, quizzes, awesome, understanding",helpful,funny,quizzes,awesome,understanding
he is a schmuck/very unhelpful..he knows what he is doing but very negative and wants to scare EVERYone out of the graphic design program!,3.3,"negative, unhelpful, knowledgeable, scaremonger",-0.7783,negative,William Hollinrake,"unhelpful, scaremonger, negative, knowledgeable",unhelpful,scaremonger,negative,knowledgeable,
"Yeah, I agree with what the previous student posted on Manatu. You do NOT want to get on her bad side. Do all 3 speeches required for the semester (Mini Intro, Informative & Persuasive speeches), ace the Mid-Term & Final & you\'ll be alright. Oh yeah, do give her feedback because she expects it. She\'ll go nuts if no one respond back with feedback.",4.0,"strict, demanding, expects feedback, passionate",0.3612,positive,Robert Warden,"demanding, strict, passionate, expects feedback",demanding,strict,passionate,expects feedback,
"didn\'t appreciate his jokes, so annoying. Definitely didn\'t like his material either, was counting down the days til new prof. Definitely knew his material though and was clear.",3.5,"annoying, didn't like material, clear",-0.7179,negative,William Hollinrake,"annoying, clear, didn't like material",annoying,clear,didn't like material,,
"This guy is impossible to understand online. He gives more info than what is needed. He could get to the point but dosn\'t. Don\'t take this class unless you want to work 10hrs a week on it. Every class i have taken is easier than this one, far easier.",3.5,"difficult, verbose, time-consuming, challenging",-0.2263,negative,Robert Warden,"challenging, difficult, verbose, time-consuming",challenging,difficult,verbose,time-consuming,
"In her probability and statistics class, she does not explain things well at all. She did not show us how to use statcrunch bc ""we can\'t use it on tests"" (it was made for online hw!) So online hw takes HOURS. She does not drop lowest grade or provide extra credit. So if you don\'t understand her complex teaching, you are screwed.",4.5,"unhelpful, unorganized, unapproachable, rigid",-0.128,negative,Robert Warden,"unapproachable, unhelpful, unorganized, rigid",unapproachable,unhelpful,unorganized,rigid,
"Dr. Grover is one of Castleton\'s best teachers. He is interesting and real. His class is not easy, but if you show up and take notes you should be okay. He makes learning fun! He is very intelligent. If you get the chance take his class you wont regret it.",3.4,"#interesting, #real, #challenging, #fun, #intelligent",0.0,neutral,Bill Sanders,"#real, #interesting, #intelligent, #fun, #challenging",#real,#interesting,#intelligent,#fun,#challenging
"She likes to make you feel small and like you have no value. I was thinking about seeking therapy after her course, but I realized she just gets her jollies from making others feel bad. I guess she is on a power trip...maybe at home she beats her husband",3.4,"rude, belittling, power trip, disrespectful, unprofessional",-0.743,negative,Leslie Looney,"disrespectful, unprofessional, rude, belittling, power trip",disrespectful,unprofessional,rude,belittling,power trip
If you will take this class you will feel as you are in the militery.,3.5,"military, strict, disciplined",0.0,neutral,Robert Warden,"disciplined, strict, military",disciplined,strict,military,,
She is not a good teacher at all and has a bad attitude!,2.1,"bad attitude, not good teacher",-0.7101,negative,Robert Warden,"not good teacher, bad attitude",not good teacher,bad attitude,,,
I am an older student who takes her classes seriously and this was the worst class I have ever taken. Do not take unless last resort! Very hard and confusing! Barely keeping afloat!,2.9,"worst class, very hard, confusing, barely keeping afloat",-0.7889,negative,Robin Hochstrasser,"confusing, worst class, very hard, barely keeping afloat",confusing,worst class,very hard,barely keeping afloat,
"Very friendly and helpful prof. I enjoyed the class, even if my own lack of effort put me behind at times. Class was always a lot of fun, and we usually managed to learn some things too.",4.6,"friendly, helpful, enjoyed, fun, learn",0.9118,positive,Robert Warden,"fun, helpful, friendly, enjoyed, learn",fun,helpful,friendly,enjoyed,learn
A very intresting class didnt know what to expect. He is a very cool teacher is style of teaching is like no other teacher. Hey makes you do pretty fun activities. You dont have test but must do the homework.,4.4,"interesting, cool teacher, unique teaching style, fun activities, no tests, homework",0.7269,positive,Wolfgang Ziller,"homework, interesting, unique teaching style, no tests, fun activities",homework,interesting,unique teaching style,no tests,fun activities
LOVE THIS MAN. HE\'S A LUNATIC AND ITS AWESOME. I STOP BY AND SIT IN HIS CLASS JUST FOR FUN. YOU THE MAN CRITELLI.,4.6,"energetic, passionate, engaging",0.8271,positive,William Hollinrake,"passionate, energetic, engaging",passionate,energetic,engaging,,
I love Mrs. Hampel! She is very helpful and is willing to do anything for you! She goes through the problems step by step and gives you easy ways to solve them. She really wants all of her students to do well! I definitely recommend her!!,4.4,"helpful, willing to help, thorough, supportive, encouraging, recommend",0.9118,positive,Robert Warden,"helpful, supportive, recommend, encouraging, thorough",helpful,supportive,recommend,encouraging,thorough
"My favorite Prof at BCC - tk him for Comp 1 & 2. If you don\'t get an A, you\'re lazy o\'t do all the work. If you don\'t get a B, you probably don\'t belong in college. Prof OB made learning easynd fun. I have no pblem writing research papers in all my classes. Thanks Prof OB.",4.5,"favorite, knowledgeable, motivating, high expectations, engaging, easy to learn from, fun",0.93,positive,Leslie Looney,"motivating, fun, engaging, knowledgeable, favorite",motivating,fun,engaging,knowledgeable,favorite
he will waste your time or lower your GPA. avoid this teacher. do not take..,2.7,"avoid, waste time, lower GPA",-0.7351,negative,Robert Warden,"avoid, waste time, lower gpa",avoid,waste time,lower gpa,,
Great teacher. Absolutely one of the best teachers I have ever had. He attempts to make things creative and challenging while also making sure we are learning.,4.4,"Great teacher, best teacher, creative, challenging, learning",0.9153,positive,William Hollinrake,"creative, learning, challenging, great teacher, best teacher",creative,learning,challenging,great teacher,best teacher
"If you can get to him on a good day he can be kind and helpful, but on a bad day he is rather condescending and makes you feel like a complete idiot. He makes really weird and boarding on inappropriate jokes. His tests are really tough and there is never enough time for examples in class. He is also a very slow grader when it comes to lab reports.",3.8,"kind, helpful, condescending, inappropriate jokes, tough tests, not enough time, slow grader",0.7717,positive,William Hollinrake,"condescending, helpful, kind, tough tests, slow grader",condescending,helpful,kind,tough tests,slow grader
One of the most well-taught classes I\'ve taken. It isn\'t a \'bird course\' but his lectures are so interesting you are guaranteed a good mark if you show up and pay attention.,4.8,"well-taught, interesting, good mark, attentive",0.6808,positive,Leslie Looney,"attentive, interesting, well-taught, good mark",attentive,interesting,well-taught,good mark,
"Not a fan of American Literature, however, now a fan of Professor Mills. Excellent teacher.",4.8,"Excellent, fan of Professor Mills",0.7184,positive,John Cunningham,"excellent, fan of professor mills",excellent,fan of professor mills,,,
"Worst professor I\'ve ever had. Ridiculous amount of expected reading, unclear directions for every assignment and very harsh grading. He\'s a nice guy, but he does meet you at your level. He acts as if everyone has read the texts as much as he has. He just read off a piece of paper and didn\'t care if you were learning or not. I learned nothing.",4.2,"worst, unclear directions, harsh grading, nice guy, does not meet at level, does not care about learning, learned nothing",-0.8329,negative,William Hollinrake,"worst, unclear directions, nice guy, learned nothing, harsh grading",worst,unclear directions,nice guy,learned nothing,harsh grading
"Very interesting class! Very well done with some fun humor thrown in. If you love to read and can read fast, this is certainly a class you\'ll enjoy. Even if you can\'t get to the reading on a particular week, sparknotes and whatever else will suffice. Very fun!",3.7,"interesting, well done, fun humor, enjoyable, fun",0.9371,positive,Juanita Campos,"enjoyable, fun, interesting, well done, fun humor",enjoyable,fun,interesting,well done,fun humor
Grades very unfairly,2.4,"unfair, grading",-0.4767,negative,Robert Warden,"grading, unfair",grading,unfair,,,
An icon in his field. Personable with excellent taste,2.8,"personable, excellent taste, icon",0.5719,positive,Jans Wager,"personable, icon, excellent taste",personable,icon,excellent taste,,
